source,text,label_0,score_0,label_1,score_1,label_2,score_2,label_3,score_3,label_4,score_4,label_5,score_5,label_6,score_6
data/babylm_data/babylm_100M/aochildes.train,yeah yeah there he is .,neutral,0.8547839522361755,sadness,0.04324175417423248,surprise,0.03604331985116005,disgust,0.0280920322984457,joy,0.02062872052192688,anger,0.009045149199664593,fear,0.008165091276168823
data/babylm_data/babylm_100M/aochildes.train,you see yourself .,surprise,0.29167303442955017,neutral,0.25743338465690613,joy,0.22018973529338837,anger,0.112831249833107,disgust,0.08925296366214752,fear,0.015496362000703812,sadness,0.013123308308422565
data/babylm_data/babylm_100M/aochildes.train,that's my pretty baby boy .,joy,0.4684733748435974,neutral,0.38091611862182617,surprise,0.11896563321352005,sadness,0.020086189731955528,anger,0.006440129596740007,disgust,0.003801461774855852,fear,0.001317012240178883
data/babylm_data/babylm_100M/aochildes.train,i'm sorry that's handsome baby boy .,sadness,0.966532289981842,surprise,0.01824258640408516,joy,0.008219998329877853,neutral,0.004096979275345802,fear,0.0012824727455154061,anger,0.0011645136401057243,disgust,0.00046114009455777705
data/babylm_data/babylm_100M/aochildes.train,you like that .,neutral,0.8836622834205627,joy,0.06362619996070862,surprise,0.029330970719456673,sadness,0.008970302529633045,anger,0.008470275439321995,disgust,0.004935876000672579,fear,0.001004112302325666
data/babylm_data/babylm_100M/aochildes.train,yeah .,neutral,0.7954351305961609,sadness,0.1156783401966095,disgust,0.03764288127422333,surprise,0.01980515383183956,joy,0.014178838580846786,fear,0.009591947309672832,anger,0.007667774334549904
data/babylm_data/babylm_100M/aochildes.train,look there's a bunny rabbit .,surprise,0.9173913598060608,neutral,0.041862521320581436,disgust,0.011113909073174,anger,0.00999264046549797,joy,0.007841282524168491,sadness,0.007751177996397018,fear,0.0040471660904586315
data/babylm_data/babylm_100M/aochildes.train,see .,neutral,0.8315770030021667,surprise,0.058174777776002884,sadness,0.05596216022968292,joy,0.023108642548322678,anger,0.018605973571538925,disgust,0.008747575804591179,fear,0.003823880571871996
data/babylm_data/babylm_100M/aochildes.train,there's kitty cat .,neutral,0.7463263869285583,joy,0.13415242731571198,surprise,0.07132414728403091,sadness,0.03743521124124527,disgust,0.004713716916739941,anger,0.004704228136688471,fear,0.0013438672758638859
data/babylm_data/babylm_100M/aochildes.train,oh .,neutral,0.5692564249038696,surprise,0.286714106798172,sadness,0.10369384288787842,joy,0.024346770718693733,disgust,0.00722875352948904,anger,0.004990791901946068,fear,0.0037693283520638943
data/babylm_data/babylm_100M/aochildes.train,kitty cat .,neutral,0.580370306968689,sadness,0.1716277003288269,joy,0.16932541131973267,surprise,0.05744549632072449,anger,0.011550079099833965,disgust,0.007468152325600386,fear,0.0022128173150122166
data/babylm_data/babylm_100M/aochildes.train,and who's this it's a baby .,surprise,0.8752028346061707,neutral,0.09256468713283539,anger,0.011084970086812973,sadness,0.00821385346353054,joy,0.006147813051939011,disgust,0.003419758751988411,fear,0.0033661045599728823
data/babylm_data/babylm_100M/aochildes.train,it's a baby .,neutral,0.7431797385215759,surprise,0.1690669059753418,joy,0.03728301823139191,sadness,0.028780270367860794,anger,0.010263947769999504,fear,0.006301152054220438,disgust,0.005124969873577356
data/babylm_data/babylm_100M/aochildes.train,yeah .,neutral,0.7954351305961609,sadness,0.1156783401966095,disgust,0.03764288127422333,surprise,0.01980515383183956,joy,0.014178838580846786,fear,0.009591947309672832,anger,0.007667774334549904
data/babylm_data/babylm_100M/aochildes.train,want to look at that .,neutral,0.7705234885215759,sadness,0.09806253015995026,surprise,0.09331782907247543,joy,0.023287998512387276,anger,0.0064430804923176765,fear,0.004358702339231968,disgust,0.004006368573755026
data/babylm_data/babylm_100M/aochildes.train,oh .,neutral,0.5692564249038696,surprise,0.286714106798172,sadness,0.10369384288787842,joy,0.024346770718693733,disgust,0.00722875352948904,anger,0.004990791901946068,fear,0.0037693283520638943
data/babylm_data/babylm_100M/aochildes.train,does it fit your mouth .,neutral,0.7493079304695129,disgust,0.1114921048283577,surprise,0.07255326211452484,sadness,0.032007861882448196,anger,0.023479172959923744,fear,0.009100519120693207,joy,0.002059127436950803
data/babylm_data/babylm_100M/aochildes.train,let's see what else there is in here .,neutral,0.8767927885055542,surprise,0.05638827383518219,joy,0.021409647539258003,disgust,0.017779195681214333,anger,0.016333401203155518,sadness,0.006065155379474163,fear,0.005231525748968124
data/babylm_data/babylm_100M/aochildes.train,there's a .,neutral,0.7963614463806152,surprise,0.17280182242393494,sadness,0.012719187885522842,disgust,0.005372226238250732,anger,0.005293241702020168,joy,0.0048116338439285755,fear,0.0026404154486954212
data/babylm_data/babylm_100M/aochildes.train,a pink pig .,neutral,0.5684945583343506,disgust,0.17695684731006622,surprise,0.10552237927913666,joy,0.09231787174940109,sadness,0.034788694232702255,anger,0.01593794673681259,fear,0.005981711205095053
data/babylm_data/babylm_100M/aochildes.train,oink .,neutral,0.7193503379821777,surprise,0.16275911033153534,sadness,0.06822171062231064,joy,0.022845277562737465,disgust,0.01256357878446579,anger,0.008493689820170403,fear,0.0057663279585540295
data/babylm_data/babylm_100M/aochildes.train,you like that book it's very red .,neutral,0.6480622291564941,joy,0.28734010457992554,surprise,0.038252513855695724,sadness,0.012713069096207619,anger,0.006967886351048946,disgust,0.00566808320581913,fear,0.0009960659081116319
data/babylm_data/babylm_100M/aochildes.train,red is a good thing isn't it .,neutral,0.3047294318675995,sadness,0.2509477734565735,anger,0.21017178893089294,surprise,0.12928453087806702,disgust,0.07727974653244019,fear,0.018552731722593307,joy,0.00903400033712387
data/babylm_data/babylm_100M/aochildes.train,oink .,neutral,0.7193503379821777,surprise,0.16275911033153534,sadness,0.06822171062231064,joy,0.022845277562737465,disgust,0.01256357878446579,anger,0.008493689820170403,fear,0.0057663279585540295
data/babylm_data/babylm_100M/aochildes.train,oink .,neutral,0.7193503379821777,surprise,0.16275911033153534,sadness,0.06822171062231064,joy,0.022845277562737465,disgust,0.01256357878446579,anger,0.008493689820170403,fear,0.0057663279585540295
data/babylm_data/babylm_100M/aochildes.train,oink .,neutral,0.7193503379821777,surprise,0.16275911033153534,sadness,0.06822171062231064,joy,0.022845277562737465,disgust,0.01256357878446579,anger,0.008493689820170403,fear,0.0057663279585540295
data/babylm_data/babylm_100M/aochildes.train,oink .,neutral,0.7193503379821777,surprise,0.16275911033153534,sadness,0.06822171062231064,joy,0.022845277562737465,disgust,0.01256357878446579,anger,0.008493689820170403,fear,0.0057663279585540295
data/babylm_data/babylm_100M/aochildes.train,oink .,neutral,0.7193503379821777,surprise,0.16275911033153534,sadness,0.06822171062231064,joy,0.022845277562737465,disgust,0.01256357878446579,anger,0.008493689820170403,fear,0.0057663279585540295
data/babylm_data/babylm_100M/aochildes.train,oink .,neutral,0.7193503379821777,surprise,0.16275911033153534,sadness,0.06822171062231064,joy,0.022845277562737465,disgust,0.01256357878446579,anger,0.008493689820170403,fear,0.0057663279585540295
data/babylm_data/babylm_100M/aochildes.train,you want your book back don't you .,anger,0.6582042574882507,sadness,0.19862578809261322,neutral,0.0624627061188221,fear,0.03320543095469475,surprise,0.024389654397964478,disgust,0.01857946068048477,joy,0.004532671999186277
data/babylm_data/babylm_100M/aochildes.train,let's see do you want to see who this is .,neutral,0.934394896030426,surprise,0.02087690494954586,anger,0.017231060191988945,joy,0.011415645480155945,disgust,0.00785583071410656,sadness,0.004700968973338604,fear,0.003524738596752286
data/babylm_data/babylm_100M/aochildes.train,this is big bird .,neutral,0.4261760413646698,surprise,0.4190516471862793,disgust,0.0867355540394783,anger,0.042160697281360626,joy,0.009097457863390446,sadness,0.008786465041339397,fear,0.007992098107933998
data/babylm_data/babylm_100M/aochildes.train,enough with that .,neutral,0.7313936948776245,anger,0.10332383960485458,disgust,0.10306788980960846,sadness,0.04280749335885048,surprise,0.00729577848687768,joy,0.006196265108883381,fear,0.005915001966059208
data/babylm_data/babylm_100M/aochildes.train,can you read your book again you like the book ?,neutral,0.6860430240631104,surprise,0.23950698971748352,joy,0.031402021646499634,sadness,0.02291611209511757,anger,0.011118300259113312,fear,0.006705292500555515,disgust,0.0023083121050149202
data/babylm_data/babylm_100M/aochildes.train,look .,neutral,0.9169219136238098,surprise,0.047349609434604645,sadness,0.018663469702005386,anger,0.0054605090990662575,disgust,0.00446312827989459,fear,0.004067450761795044,joy,0.0030738618224859238
data/babylm_data/babylm_100M/aochildes.train,see .,neutral,0.8315770030021667,surprise,0.058174777776002884,sadness,0.05596216022968292,joy,0.023108642548322678,anger,0.018605973571538925,disgust,0.008747575804591179,fear,0.003823880571871996
data/babylm_data/babylm_100M/aochildes.train,you want to see if it fits in your mouth .,disgust,0.5915508270263672,neutral,0.30403992533683777,fear,0.032014068216085434,anger,0.0268056970089674,surprise,0.021201811730861664,sadness,0.020082026720046997,joy,0.004305671900510788
data/babylm_data/babylm_100M/aochildes.train,is that what you want to see .,neutral,0.9079122543334961,surprise,0.05081045255064964,anger,0.014622917398810387,disgust,0.010491755791008472,sadness,0.007039513438940048,joy,0.006529328878968954,fear,0.0025937643367797136
data/babylm_data/babylm_100M/aochildes.train,oh that's too big .,surprise,0.9166536331176758,sadness,0.03561001271009445,neutral,0.014255048707127571,disgust,0.011784003116190434,anger,0.011594987474381924,fear,0.006679527927190065,joy,0.0034228023141622543
data/babylm_data/babylm_100M/aochildes.train,what do you know ?,surprise,0.4517368972301483,neutral,0.41225501894950867,anger,0.05712563171982765,fear,0.03425120562314987,sadness,0.018667072057724,disgust,0.013857871294021606,joy,0.012106258422136307
data/babylm_data/babylm_100M/aochildes.train,you want to hold it like that .,neutral,0.9131205081939697,anger,0.03547396510839462,disgust,0.018980612978339195,sadness,0.014242568053305149,joy,0.008072104305028915,surprise,0.0075218332931399345,fear,0.0025883985217660666
data/babylm_data/babylm_100M/aochildes.train,whoop ?,surprise,0.9465755224227905,disgust,0.015464103780686855,neutral,0.011261699721217155,anger,0.009891019202768803,sadness,0.009424769319593906,joy,0.003847875166684389,fear,0.003535003401339054
data/babylm_data/babylm_100M/aochildes.train,here .,neutral,0.8981407880783081,surprise,0.04865796118974686,sadness,0.02261517383158207,joy,0.011794679798185825,anger,0.010370996780693531,disgust,0.0048242537304759026,fear,0.0035961568355560303
data/babylm_data/babylm_100M/aochildes.train,there's baby bear with his bottle .,neutral,0.7758543491363525,surprise,0.07700429111719131,joy,0.060906101018190384,sadness,0.04899187013506889,disgust,0.02651197649538517,anger,0.007378626149147749,fear,0.003352771047502756
data/babylm_data/babylm_100M/aochildes.train,see baby bear .,joy,0.6652325391769409,neutral,0.22940324246883392,surprise,0.06322580575942993,sadness,0.034639500081539154,anger,0.003825480816885829,disgust,0.002565044676885009,fear,0.0011084311408922076
data/babylm_data/babylm_100M/aochildes.train,yeah see baby bear .,neutral,0.5892298817634583,joy,0.304164856672287,surprise,0.05986559018492699,sadness,0.02518271654844284,disgust,0.010883893817663193,anger,0.007260442711412907,fear,0.003412634367123246
data/babylm_data/babylm_100M/aochildes.train,and then who's this .,surprise,0.9051315188407898,neutral,0.0643346756696701,anger,0.013301164843142033,sadness,0.005438602063804865,disgust,0.005218979436904192,joy,0.003666357835754752,fear,0.0029087206348776817
data/babylm_data/babylm_100M/aochildes.train,who's that ?,surprise,0.8914834856987,neutral,0.08126822113990784,anger,0.010802402161061764,disgust,0.006016675382852554,sadness,0.004467931110411882,joy,0.0036535358522087336,fear,0.0023078047670423985
data/babylm_data/babylm_100M/aochildes.train,who's picture is that do you see yourself in the mirror ?,surprise,0.7809188365936279,neutral,0.193208709359169,anger,0.007390090264379978,disgust,0.005639608949422836,fear,0.004973710980266333,sadness,0.004691625013947487,joy,0.0031773895025253296
data/babylm_data/babylm_100M/aochildes.train,that's child .,neutral,0.8976179957389832,surprise,0.06617654114961624,sadness,0.012022444978356361,disgust,0.009294337593019009,anger,0.006602738983929157,joy,0.00648478465154767,fear,0.001801172737032175
data/babylm_data/babylm_100M/aochildes.train,still want to see if it fits in your mouth .,neutral,0.5792835354804993,disgust,0.33121833205223083,fear,0.02307947166264057,sadness,0.021068142727017403,surprise,0.020614098757505417,anger,0.020234016701579094,joy,0.004502421244978905
data/babylm_data/babylm_100M/aochildes.train,oh what do you think .,surprise,0.8456909656524658,neutral,0.08059727400541306,sadness,0.022207975387573242,anger,0.020378516986966133,joy,0.016143694519996643,disgust,0.009248058311641216,fear,0.005733532831072807
data/babylm_data/babylm_100M/aochildes.train,does it fit nice .,neutral,0.5857883095741272,surprise,0.2755120098590851,sadness,0.11104021221399307,anger,0.010446131229400635,joy,0.009096960537135601,fear,0.004181743133813143,disgust,0.003934585954993963
data/babylm_data/babylm_100M/aochildes.train,that's such a pretty red .,neutral,0.508226752281189,surprise,0.3574729859828949,joy,0.08827213943004608,sadness,0.01738615147769451,disgust,0.015622487291693687,anger,0.010453324764966965,fear,0.0025661822874099016
data/babylm_data/babylm_100M/aochildes.train,it's red like your socks .,neutral,0.5629963278770447,sadness,0.2238624393939972,surprise,0.11261672526597977,disgust,0.04276726767420769,anger,0.04155569523572922,fear,0.012474887073040009,joy,0.0037265941500663757
data/babylm_data/babylm_100M/aochildes.train,and red like your the edging on your outfit and all those other things .,neutral,0.7343389391899109,surprise,0.10272638499736786,sadness,0.061903681606054306,anger,0.0446479506790638,joy,0.025356628000736237,disgust,0.021667812019586563,fear,0.00935856718569994
data/babylm_data/babylm_100M/aochildes.train,yeah .,neutral,0.7954351305961609,sadness,0.1156783401966095,disgust,0.03764288127422333,surprise,0.01980515383183956,joy,0.014178838580846786,fear,0.009591947309672832,anger,0.007667774334549904
data/babylm_data/babylm_100M/aochildes.train,look here's something else i know you like at home can you look at this one .,neutral,0.755716860294342,surprise,0.17099948227405548,joy,0.047703273594379425,anger,0.009748200885951519,sadness,0.007087446749210358,disgust,0.006146624218672514,fear,0.0025982039514929056
data/babylm_data/babylm_100M/aochildes.train,you just love that book .,neutral,0.6220574975013733,joy,0.28426119685173035,surprise,0.03323021158576012,anger,0.02664251998066902,sadness,0.018778163939714432,disgust,0.013413424603641033,fear,0.0016169887967407703
data/babylm_data/babylm_100M/aochildes.train,that is so much fun the way that fits in your mouth .,joy,0.9744294881820679,neutral,0.012220172211527824,disgust,0.005578517448157072,surprise,0.0031214035116136074,sadness,0.002312806900590658,anger,0.001668776385486126,fear,0.0006690056761726737
data/babylm_data/babylm_100M/aochildes.train,do you see cookie monster over there ?,neutral,0.4603448808193207,surprise,0.41416099667549133,disgust,0.053788263350725174,fear,0.031788840889930725,anger,0.02338504232466221,sadness,0.011741301976144314,joy,0.004790694918483496
data/babylm_data/babylm_100M/aochildes.train,is that who you are looking at .,neutral,0.6132364273071289,surprise,0.34411805868148804,disgust,0.01284369919449091,anger,0.011800985783338547,joy,0.006270560435950756,sadness,0.0059515866450965405,fear,0.00577878300100565
data/babylm_data/babylm_100M/aochildes.train,that fits in your mouth oh that's just great .,neutral,0.4385351538658142,joy,0.3243769407272339,surprise,0.13876022398471832,disgust,0.07324746251106262,sadness,0.011827724054455757,anger,0.008830934762954712,fear,0.004421554040163755
data/babylm_data/babylm_100M/aochildes.train,that's just great .,joy,0.9309115409851074,neutral,0.043282706290483475,surprise,0.016442371532320976,sadness,0.003651726758107543,disgust,0.002775873290374875,anger,0.002021969063207507,fear,0.0009138346067629755
data/babylm_data/babylm_100M/aochildes.train,it fits in your mouth .,disgust,0.6716345548629761,neutral,0.2167268693447113,anger,0.03725554049015045,sadness,0.02967226505279541,fear,0.025254730135202408,surprise,0.01681482046842575,joy,0.0026412159204483032
data/babylm_data/babylm_100M/aochildes.train,hey can we try this .,neutral,0.5137223601341248,joy,0.3256199061870575,surprise,0.11744243651628494,sadness,0.02134481444954872,anger,0.012689685449004173,fear,0.005490500945597887,disgust,0.003690324956551194
data/babylm_data/babylm_100M/aochildes.train,i'm going to put your hand on this .,anger,0.46534356474876404,joy,0.2991228401660919,fear,0.113370381295681,sadness,0.05560535565018654,neutral,0.04262038692831993,surprise,0.01707322709262371,disgust,0.0068642073310911655
data/babylm_data/babylm_100M/aochildes.train,you can grab this this is pretty neat because you can grab it just right .,neutral,0.8972077369689941,joy,0.05194704234600067,surprise,0.03503728657960892,anger,0.008060009218752384,sadness,0.004041292704641819,disgust,0.0027608296368271112,fear,0.0009457207634113729
data/babylm_data/babylm_100M/aochildes.train,there you got it .,neutral,0.8396912813186646,surprise,0.07542306184768677,joy,0.061859823763370514,anger,0.012752817012369633,disgust,0.004737755749374628,sadness,0.0038370334077626467,fear,0.0016982541419565678
data/babylm_data/babylm_100M/aochildes.train,good job .,neutral,0.5519348382949829,joy,0.3886156678199768,sadness,0.01776917837560177,anger,0.01416193787008524,surprise,0.014050783589482307,disgust,0.011120988056063652,fear,0.0023465303238481283
data/babylm_data/babylm_100M/aochildes.train,you want this back in your hand .,neutral,0.4406125247478485,anger,0.4396822452545166,sadness,0.03203197941184044,fear,0.031168825924396515,surprise,0.025072775781154633,disgust,0.01656472124159336,joy,0.014866858720779419
data/babylm_data/babylm_100M/aochildes.train,you want it in this hand maybe .,neutral,0.9229332804679871,anger,0.019748125225305557,surprise,0.019706984981894493,sadness,0.014062901958823204,disgust,0.011491820216178894,fear,0.007502320688217878,joy,0.004554503597319126
data/babylm_data/babylm_100M/aochildes.train,let's open your fingers a little bit .,neutral,0.8714956045150757,sadness,0.02942061424255371,anger,0.02637750655412674,disgust,0.023592066019773483,surprise,0.022913677617907524,fear,0.018151063472032547,joy,0.008049530908465385
data/babylm_data/babylm_100M/aochildes.train,can i help you by opening your fingers .,neutral,0.5807390809059143,sadness,0.17870411276817322,fear,0.12869805097579956,surprise,0.05110267177224159,anger,0.027916723862290382,joy,0.017764514312148094,disgust,0.015074889175593853
data/babylm_data/babylm_100M/aochildes.train,there .,neutral,0.7814527750015259,surprise,0.10427985340356827,sadness,0.049218472093343735,joy,0.023683270439505577,anger,0.016806963831186295,disgust,0.014659849926829338,fear,0.009898820891976357
data/babylm_data/babylm_100M/aochildes.train,you got it .,neutral,0.8914730548858643,joy,0.039592597633600235,surprise,0.03100947104394436,anger,0.02115306630730629,disgust,0.00919822696596384,sadness,0.005659126676619053,fear,0.0019144624238833785
data/babylm_data/babylm_100M/aochildes.train,you got it .,neutral,0.8914730548858643,joy,0.039592597633600235,surprise,0.03100947104394436,anger,0.02115306630730629,disgust,0.00919822696596384,sadness,0.005659126676619053,fear,0.0019144624238833785
data/babylm_data/babylm_100M/aochildes.train,oh you got it .,surprise,0.8735895752906799,neutral,0.07180739939212799,joy,0.021959353238344193,anger,0.01644466072320938,sadness,0.00732284365221858,disgust,0.004975927993655205,fear,0.0039002778939902782
data/babylm_data/babylm_100M/aochildes.train,good for you .,joy,0.8521401286125183,neutral,0.11933225393295288,surprise,0.013677242211997509,anger,0.00524653447791934,sadness,0.005088479723781347,disgust,0.0038813287392258644,fear,0.000634057680144906
data/babylm_data/babylm_100M/aochildes.train,you want it to make noise .,neutral,0.5796277523040771,anger,0.26220715045928955,disgust,0.06166832521557808,sadness,0.04498434439301491,surprise,0.024444855749607086,fear,0.021921774372458458,joy,0.005145808216184378
data/babylm_data/babylm_100M/aochildes.train,there are some beautiful colors in here aren't there .,surprise,0.6323027014732361,neutral,0.18026961386203766,sadness,0.11762377619743347,joy,0.04692288115620613,anger,0.009856502525508404,disgust,0.008334829472005367,fear,0.004689719062298536
data/babylm_data/babylm_100M/aochildes.train,that is so neat the way it does that .,neutral,0.4950159192085266,joy,0.35696208477020264,surprise,0.11632983386516571,disgust,0.013569856062531471,anger,0.009850713424384594,sadness,0.006726753897964954,fear,0.0015447876648977399
data/babylm_data/babylm_100M/aochildes.train,you want it back .,neutral,0.8083766102790833,anger,0.10742241144180298,surprise,0.03210340812802315,sadness,0.026705559343099594,joy,0.010150885209441185,disgust,0.0100989555940032,fear,0.0051423246040940285
data/babylm_data/babylm_100M/aochildes.train,oh you got it you got it .,surprise,0.723976194858551,neutral,0.12688753008842468,joy,0.09538707882165909,anger,0.03382297605276108,sadness,0.00761989364400506,disgust,0.006995229050517082,fear,0.005311049986630678
data/babylm_data/babylm_100M/aochildes.train,yeah child .,neutral,0.8294602036476135,joy,0.0545024648308754,surprise,0.04831280931830406,sadness,0.04582344740629196,disgust,0.01177868340164423,anger,0.00669716764241457,fear,0.00342522538267076
data/babylm_data/babylm_100M/aochildes.train,do you like sitting up in that seat that's pretty neat ?,neutral,0.778034508228302,surprise,0.09588908404111862,joy,0.08367131650447845,disgust,0.01728592999279499,sadness,0.013792312704026699,anger,0.006472685839980841,fear,0.004854113794863224
data/babylm_data/babylm_100M/aochildes.train,you're almost there .,surprise,0.9093504548072815,neutral,0.060997139662504196,anger,0.008059061132371426,fear,0.007388500962406397,joy,0.005868970882147551,disgust,0.005093187093734741,sadness,0.003242708742618561
data/babylm_data/babylm_100M/aochildes.train,you got it .,neutral,0.8914730548858643,joy,0.039592597633600235,surprise,0.03100947104394436,anger,0.02115306630730629,disgust,0.00919822696596384,sadness,0.005659126676619053,fear,0.0019144624238833785
data/babylm_data/babylm_100M/bnc_spoken.train,Does anybody else want a biscuit?,neutral,0.6996642351150513,surprise,0.17802242934703827,disgust,0.052313823252916336,anger,0.04664311930537224,sadness,0.012451712973415852,joy,0.006680732127279043,fear,0.004223941825330257
data/babylm_data/babylm_100M/bnc_spoken.train,Yes please.,neutral,0.48532742261886597,disgust,0.19907131791114807,fear,0.16556914150714874,sadness,0.10724945366382599,anger,0.02352551557123661,joy,0.01029001735150814,surprise,0.00896719004958868
data/babylm_data/babylm_100M/bnc_spoken.train,might as well.,neutral,0.8976142406463623,surprise,0.03231160715222359,sadness,0.029240161180496216,disgust,0.012287144549190998,anger,0.010564599186182022,joy,0.009457140229642391,fear,0.008525187149643898
data/babylm_data/babylm_100M/bnc_spoken.train,"Anyway can we after, they, they wanted a few predictions.",neutral,0.85994952917099,surprise,0.06035866215825081,sadness,0.03392627462744713,joy,0.01926814578473568,anger,0.015974044799804688,disgust,0.00774513091892004,fear,0.002778145018965006
data/babylm_data/babylm_100M/bnc_spoken.train,What was the next thing they also want?,neutral,0.7580301761627197,surprise,0.18756233155727386,anger,0.02693060413002968,disgust,0.013646578416228294,sadness,0.005383944604545832,fear,0.004731854423880577,joy,0.0037145321257412434
data/babylm_data/babylm_100M/bnc_spoken.train,They want  a spread of expenditure for the contract works  So what we agreed with them is that we will forthwith start sending them client reports  and  I've asked them if they will report back to us whether the client reports are in the form they want them.,neutral,0.7040932774543762,anger,0.08908909559249878,joy,0.06170974671840668,fear,0.04936094209551811,sadness,0.04271739721298218,surprise,0.038005053997039795,disgust,0.015024490654468536
data/babylm_data/babylm_100M/bnc_spoken.train,"Because we feel that the client repor Some within the management team feel that the client reports, as we are proposing to issue them are heavy.",neutral,0.7163065671920776,disgust,0.17679017782211304,sadness,0.04906531423330307,anger,0.02335527166724205,joy,0.01757810451090336,surprise,0.011759099550545216,fear,0.005145485978573561
data/babylm_data/babylm_100M/bnc_spoken.train,In other words there's too much information in them.,neutral,0.6536253094673157,surprise,0.15077298879623413,disgust,0.10779865086078644,sadness,0.06387421488761902,anger,0.015997648239135742,fear,0.004607766401022673,joy,0.003323435550555587
data/babylm_data/babylm_100M/bnc_spoken.train,"So they've agreed to cooperate with us in er putting together a client report or, or, or, or devising client reports which have a minimum of information but the information that they require.",neutral,0.8781504034996033,anger,0.04818958789110184,joy,0.032161228358745575,disgust,0.023344645276665688,sadness,0.010818613693118095,fear,0.0038558992091566324,surprise,0.0034795321989804506
data/babylm_data/babylm_100M/bnc_spoken.train,Not the information that we think they require.,neutral,0.8926663398742676,surprise,0.0390087328851223,disgust,0.033052556216716766,anger,0.018164925277233124,sadness,0.012528370134532452,fear,0.0023085109423846006,joy,0.002270530676469207
data/babylm_data/babylm_100M/bnc_spoken.train,An and I'd like that team briefing as well.,neutral,0.7806076407432556,joy,0.13215310871601105,sadness,0.04042521119117737,surprise,0.02683507837355137,anger,0.009572443552315235,disgust,0.007586901541799307,fear,0.0028194969054311514
data/babylm_data/babylm_100M/bnc_spoken.train,"Cos it's quite disappointing that we actually er agreed that we'd start issuing client reports about two months, and as far as I'm aware nobody started issuing them.",surprise,0.7238461375236511,sadness,0.20628120005130768,neutral,0.03372684866189957,disgust,0.017107680439949036,fear,0.007927563041448593,anger,0.0072786761447787285,joy,0.003831879934296012
data/babylm_data/babylm_100M/bnc_spoken.train,Leeds North Wes ,fear,0.8187667727470398,anger,0.05915718898177147,disgust,0.04599493741989136,sadness,0.04330682381987572,neutral,0.01960832253098488,joy,0.011418076232075691,surprise,0.0017479395028203726
data/babylm_data/babylm_100M/bnc_spoken.train,gonna have to wait for the erm ,fear,0.48978108167648315,sadness,0.17925161123275757,neutral,0.17479307949543,anger,0.0710623562335968,joy,0.06640691310167313,disgust,0.014305615797638893,surprise,0.004399292171001434
